time,f1,f2,f3,f4,COPx,COPy,W,W_sync
1745923207.2387846,0.03561592102050781,0.039476871490478516,0.03815460205078125,0.021778106689453125,0.0,0.0,0.1350255012512207,0
1745923207.2421098,0.03457307815551758,0.041278839111328125,0.03480195999145508,0.02228832244873047,0.0,0.0,0.13294219970703125,0
1745923207.2504644,0.03155708312988281,0.04175305366516113,0.03534221649169922,0.021475791931152344,0.0,0.0,0.1301281452178955,0
1745923207.2632542,0.030191421508789062,0.04249274730682373,0.038210391998291016,0.021135330200195312,0.0,0.0,0.13202989101409912,0
1745923207.27508,0.03127241134643555,0.03979933261871338,0.038732051849365234,0.023969650268554688,0.0,0.0,0.13377344608306885,0
1745923207.2916186,0.031404972076416016,0.04163920879364014,0.035770416259765625,0.025178909301757812,0.0,0.0,0.1339935064315796,0
1745923207.2995918,0.03093099594116211,0.04306185245513916,0.0365900993347168,0.023308753967285156,0.0,0.0,0.13389170169830322,0
1745923207.3118327,0.030020713806152344,0.041582345962524414,0.037465572357177734,0.02070140838623047,0.0,0.0,0.12977004051208496,0
1745923207.3252554,0.031481266021728516,0.042113423347473145,0.036031246185302734,0.020587921142578125,0.0,0.0,0.13021385669708252,0
1745923207.3362098,0.03273296356201172,0.04256868362426758,0.0371861457824707,0.022552490234375,0.0,0.0,0.135040283203125,0
1745923207.3497531,0.03235340118408203,0.04222726821899414,0.0384526252746582,0.02272319793701172,0.0,0.0,0.1357564926147461,0
1745923207.3613005,0.03339672088623047,0.04268240928649902,0.03867626190185547,0.023062705993652344,0.0,0.0,0.1378180980682373,0
1745923207.3741097,0.03375720977783203,0.0426255464553833,0.03994274139404297,0.02351665496826172,0.0,0.0,0.13984215259552002,0
1745923207.390938,0.03290367126464844,0.03911638259887695,0.039626121520996094,0.02249622344970703,0.0,0.0,0.13414239883422852,0
1745923207.3975801,0.031348228454589844,0.04268240928649902,0.036459922790527344,0.023006439208984375,0.0,0.0,0.13349699974060059,0
1745923207.4108613,0.029755115509033203,0.04346013069152832,0.03578901290893555,0.02304363250732422,0.0,0.0,0.1320478916168213,0
