time,f1,f2,f3,f4,COPx,COPy,W,W_sync
1766568405.4793296,1.5083832740783691,-1.3378324508666992,1.5851186513900757,-1.5441803932189941,0.0,0.0,0.21148908138275146,1
1766568405.5072145,1.5070929527282715,-1.3368608951568604,1.5841176509857178,-1.5423784255981445,0.0,0.0,0.21197128295898438,1
1766568405.510926,1.5049231052398682,-1.337965965270996,1.5848242044448853,-1.5405182838439941,0.0,0.0,0.21126306056976318,1
1766568405.5167925,1.5070929527282715,-1.3361749649047852,1.586119532585144,-1.540595531463623,0.0,0.0,0.21644198894500732,1
1766568405.528329,1.507425308227539,-1.3341174125671387,1.5858644247055054,-1.5404796600341797,0.0,0.0,0.21869266033172607,1
1766568405.5449421,1.5067996978759766,-1.3371849060058594,1.5854129791259766,-1.5415453910827637,0.0,0.0,0.21348237991333008,1
1766568405.5496597,1.5057246685028076,-1.3396425247192383,1.5836663246154785,-1.5422425270080566,0.0,0.0,0.2075059413909912,1
1766568405.5558295,1.50736665725708,-1.3358511924743652,1.584647536277771,-1.5386581420898438,0.0,0.0,0.2175048589706421,1
1766568405.5923457,1.5085785388946533,-1.3355083465576172,1.5840392112731934,-1.538290023803711,0.0,0.0,0.21881937980651855,1
1766568405.5923457,1.5043561458587646,-1.3368988037109375,1.5859625339508057,-1.5409636497497559,0.0,0.0,0.21245622634887695,1
1766568405.597422,1.503065824508667,-1.3388993740081787,1.5852363109588623,-1.5411577224731445,0.0,0.0,0.20824503898620605,1
1766568405.617902,1.5076794624328613,-1.3377752304077148,1.582959771156311,-1.5404601097106934,0.0,0.0,0.21240389347076416,1
1766568405.6269305,1.5069169998168945,-1.33665132522583,1.5819196701049805,-1.5409836769104004,0.0,0.0,0.21120166778564453,1
1766568405.6300347,1.5075035095214844,-1.3363466262817383,1.5839214324951172,-1.5395493507385254,0.0,0.0,0.2155289649963379,1
1766568405.6759424,1.5069952011108398,-1.3363845348358154,1.5853737592697144,-1.5404796600341797,0.0,0.0,0.21550476551055908,1
1766568405.6759424,1.5067996978759766,-1.338423252105713,1.5860214233398438,-1.5429596900939941,0.0,0.0,0.21143817901611328,1
1766568405.6759424,1.5071516036987305,-1.3380801677703857,1.5860214233398438,-1.543017864227295,0.0,0.0,0.21207499504089355,1
1766568405.703299,1.5084614753723145,-1.3370895385742188,1.5844905376434326,-1.5407700538635254,0.0,0.0,0.21509242057800293,1
1766568405.7073367,1.5080313682556152,-1.3382134437561035,1.5818607807159424,-1.5421652793884277,0.0,0.0,0.20951342582702637,1
1766568405.7086797,1.5091063976287842,-1.3374896049499512,1.5820374488830566,-1.5410995483398438,0.0,0.0,0.2125546932220459,1
1766568405.7119884,1.5096733570098877,-1.33846116065979,1.5834896564483643,-1.543017864227295,0.0,0.0,0.211683988571167,1
1766568405.7241976,1.5059785842895508,-1.3388993740081787,1.5828027725219727,-1.5437350273132324,0.0,0.0,0.2061469554901123,1
1766568405.7331688,1.5066823959350586,-1.3381562232971191,1.5826457738876343,-1.5427465438842773,0.0,0.0,0.2084254026412964,1
1766568405.7505333,1.507308006286621,-1.3379087448120117,1.5831167697906494,-1.5415453910827637,0.0,0.0,0.21097064018249512,1
1766568405.7609088,1.5060176849365234,-1.339451789855957,1.5849616527557373,-1.5413517951965332,0.0,0.0,0.2101757526397705,1
1766568405.768414,1.5071907043457031,-1.3378896713256836,1.585648536682129,-1.54111909866333,0.0,0.0,0.21383047103881836,1
1766568405.7933354,1.5062131881713867,-1.3385372161865234,1.5837644338607788,-1.5413708686828613,0.0,0.0,0.21006953716278076,1
1766568405.7994056,1.5058221817016602,-1.337641954421997,1.5829402208328247,-1.540809154510498,0.0,0.0,0.21031129360198975,1
1766568405.8090186,1.5073471069335938,-1.3364417552947998,1.582194447517395,-1.540886402130127,0.0,0.0,0.212213397026062,1
1766568405.8191135,1.509458303451538,-1.3363275527954102,1.580801010131836,-1.5404410362243652,0.0,0.0,0.21349072456359863,1
1766568405.8389003,1.5068974494934082,-1.3366131782531738,1.583391547203064,-1.541719913482666,0.0,0.0,0.21195590496063232,1
1766568405.8416033,1.5060176849365234,-1.3384993076324463,1.5848242044448853,-1.544471263885498,0.0,0.0,0.20787131786346436,1
1766568405.8517041,1.5080509185791016,-1.3379850387573242,1.5835485458374023,-1.543327808380127,0.0,0.0,0.21028661727905273,1
1766568405.8699436,1.5071320533752441,-1.3380420207977295,1.5833326578140259,-1.5425143241882324,0.0,0.0,0.2099083662033081,1
1766568405.875155,1.5056073665618896,-1.337317943572998,1.5835682153701782,-1.5400338172912598,0.0,0.0,0.21182382106781006,1
1766568405.8857095,1.5072298049926758,-1.3375086784362793,1.5823709964752197,-1.5410609245300293,0.0,0.0,0.21103119850158691,1
1766568405.9026423,1.509516954421997,-1.3402900695800781,1.5850400924682617,-1.5426106452941895,0.0,0.0,0.2116563320159912,1
1766568405.9131355,1.508070468902588,-1.3413760662078857,1.586060643196106,-1.542726993560791,0.0,0.0,0.2100280523300171,1
1766568405.9206238,1.5062131881713867,-1.3402137756347656,1.5858644247055054,-1.5423007011413574,0.0,0.0,0.20956313610076904,1
1766568405.9373913,1.5050013065338135,-1.339432716369629,1.5839606523513794,-1.5413708686828613,0.0,0.0,0.20815837383270264,1
1766568405.9441853,1.5061545372009277,-1.335146188735962,1.5860998630523682,-1.5400729179382324,0.0,0.0,0.21703529357910156,1
1766568405.9542167,1.5061349868774414,-1.3342318534851074,1.5872970819473267,-1.542262077331543,0.0,0.0,0.21693813800811768,1
1766568405.9714422,1.5086567401885986,-1.3339269161224365,1.5866100788116455,-1.5436768531799316,0.0,0.0,0.21766304969787598,1
1766568405.9789636,1.5086567401885986,-1.336155891418457,1.5846083164215088,-1.5391426086425781,0.0,0.0,0.21796655654907227,1
1766568405.990572,1.5064477920532227,-1.3369560241699219,1.5844905376434326,-1.5387744903564453,0.0,0.0,0.21520781517028809,1
1766568406.0040476,1.5071125030517578,-1.3373370170593262,1.583038330078125,-1.5419716835021973,0.0,0.0,0.21084213256835938,1
1766568406.0262396,1.505998134613037,-1.336803674697876,1.5816645622253418,-1.543637752532959,0.0,0.0,0.20722126960754395,1
1766568406.0262396,1.509810209274292,-1.33665132522583,1.5815074443817139,-1.5444517135620117,0.0,0.0,0.21021461486816406,1
1766568406.032278,1.5094974040985107,-1.338956356048584,1.582606554031372,-1.54356050491333,0.0,0.0,0.20958709716796875,1
1766568406.049456,1.508734941482544,-1.3358893394470215,1.5830578804016113,-1.5436768531799316,0.0,0.0,0.21222662925720215,1
1766568406.0618143,1.505998134613037,-1.3352603912353516,1.5838429927825928,-1.5438895225524902,0.0,0.0,0.21069121360778809,1
1766568406.0726533,1.5083637237548828,-1.337280035018921,1.5862960815429688,-1.542707920074463,0.0,0.0,0.21467185020446777,1
1766568406.0839639,1.5072102546691895,-1.336136817932129,1.5862960815429688,-1.538754940032959,0.0,0.0,0.2186145782470703,1
1766568406.0971997,1.5082073211669922,-1.3383469581604004,1.5844905376434326,-1.5393366813659668,0.0,0.0,0.21501421928405762,1
1766568406.1106188,1.5084614753723145,-1.3382325172424316,1.5844905376434326,-1.541429042816162,0.0,0.0,0.21329045295715332,1
1766568406.1183653,1.508734941482544,-1.336498737335205,1.5836466550827026,-1.5422234535217285,0.0,0.0,0.213659405708313,1
1766568406.139801,1.506584644317627,-1.3350319862365723,1.5840195417404175,-1.5406537055969238,0.0,0.0,0.21491849422454834,1
1766568406.139801,1.5075621604919434,-1.3380610942840576,1.5855110883712769,-1.5417003631591797,0.0,0.0,0.2133117914199829,1
1766568406.1556895,1.5092823505401611,-1.3393185138702393,1.5839606523513794,-1.5418553352355957,0.0,0.0,0.21206915378570557,1
1766568406.1662748,1.5078749656677246,-1.3377561569213867,1.5812327861785889,-1.5425333976745605,0.0,0.0,0.2088181972503662,1
1766568406.18074,1.506467342376709,-1.3404617309570312,1.5810953378677368,-1.5418357849121094,0.0,0.0,0.20526516437530518,1
1766568406.1923687,1.5048058032989502,-1.3388233184814453,1.5841176509857178,-1.5415453910827637,0.0,0.0,0.20855474472045898,1
1766568406.2088048,1.50640869140625,-1.337280035018921,1.582488775253296,-1.5409636497497559,0.0,0.0,0.21065378189086914,1
1766568406.210296,1.5082464218139648,-1.3393566608428955,1.5820374488830566,-1.5421462059020996,0.0,0.0,0.20878100395202637,1
1766568406.2291715,1.5088717937469482,-1.3390707969665527,1.5835877656936646,-1.5435023307800293,0.0,0.0,0.20988643169403076,1
1766568406.2429123,1.5051968097686768,-1.338613510131836,1.5835288763046265,-1.543036937713623,0.0,0.0,0.20707523822784424,1
1766568406.2464428,1.506760597229004,-1.340937852859497,1.5845298767089844,-1.5423007011413574,0.0,0.0,0.2080519199371338,1
1766568406.2585442,1.5062131881713867,-1.3408045768737793,1.5844120979309082,-1.542029857635498,0.0,0.0,0.20779085159301758,1
1766568406.2730436,1.5045711994171143,-1.3409759998321533,1.5848830938339233,-1.5446453094482422,0.0,0.0,0.2038329839706421,1
1766568406.2826142,1.5058026313781738,-1.3394899368286133,1.5839803218841553,-1.5418553352355957,0.0,0.0,0.20843768119812012,1
1766568406.2952926,1.5081486701965332,-1.3388993740081787,1.5816645622253418,-1.5404601097106934,0.0,0.0,0.21045374870300293,1
1766568406.3077621,1.506819248199463,-1.3362321853637695,1.583097219467163,-1.5406732559204102,0.0,0.0,0.2130110263824463,1
1766568406.3156338,1.5063109397888184,-1.3345556259155273,1.5824103355407715,-1.5416226387023926,0.0,0.0,0.21254301071166992,1
1766568406.3273852,1.5058808326721191,-1.3360416889190674,1.5816841125488281,-1.54111909866333,0.0,0.0,0.2104041576385498,1
