timestamp,heel_left,heel_left,heel_left,heel_right,heel_right,heel_right,metacarpal_right,metacarpal_right,metacarpal_right,big_toe_point,big_toe_point,big_toe_point,pinky_toe_point,pinky_toe_point,pinky_toe_point,metacarpal_left,metacarpal_left,metacarpal_left
timestamp,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
2025-12-24 14:56:49.271,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.273,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.273,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.284,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.284,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.296,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.303,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.307,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.307,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.338,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.338,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.338,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.338,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.343,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.343,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.354,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.355,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.371,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.372,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.380,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.384,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.389,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.395,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.404,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.406,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.413,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.419,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.427,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.439,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.439,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.444,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.447,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.460,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.460,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.471,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.471,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.482,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.483,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.495,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.495,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.506,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.506,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.517,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.517,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.550,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.550,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.550,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.550,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.550,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.557,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
2025-12-24 14:56:49.570,0.24929,-0.60320,0.66144,0.30512,-0.64544,0.66144,0.20304,-0.80521,0.66144,0.17372,-0.84397,0.66144,0.10701,-0.76640,0.66144,0.12330,-0.74487,0.66144
